,uic,code_postal,total_voyageurs_2016,totalvoyageurs2017,total_voyageurs_2018,total_voyageurs_2019,total_voyageurs_2020,total_voyageurs_2021
2922,87718544,25800,151751,173004,150733,172111,154754,147080
2923,87691469,58640,1115,1406,1986,1150,1452,681
2924,87571414,37250,20693,16682,11787,10360,8435,9318
2925,87571216,41100,425062,434632,418302,433234,282395,337542
2926,87574434,37270,26306,25284,27456,28212,17619,26451
2927,87393595,27130,115725,116630,113559,125230,85692,111208
2928,87592675,87430,10,1,None,None,1,None
2929,87415604,27200,1731626,1841973,1690478,1837607,1049402,1534074
2930,87734426,63910,124762,138218,129123,148924,115090,123700
2931,87185009,70000,329654,332084,245423,200673,161860,181620
2932,87574327,41150,8330,7828,4976,2559,5049,7487
2933,87781260,34450,5810,5704,6804,6904,6242,9940
2934,87722587,38200,1492175,1602133,1559620,1768935,1106437,1456693
2935,87182550,68800,169343,169322,157296,154545,141694,142906
2936,87181289,68800,21017,20815,20228,24167,18540,21483
2937,87756890,6430,115,118,60,134,76,8
2938,87756361,6230,401753,517403,411448,537737,242292,291617
2939,87576165,41200,9949,10664,9830,8533,7509,10829
2940,87491258,17330,1895,1548,1833,2159,1196,1188
2941,87773515,34750,11151,14115,10572,12476,13808,31176
2942,87618215,31290,18415,15656,11581,17338,13848,17598
2943,87575043,37260,37416,40080,38976,45646,28288,43952
2944,87271452,93420,2374993,2495574,2575413,2654695,1325500,2000408
2945,87393413,78340,2113817,2105241,2056096,2017279,883515,1318558
2946,87313437,80380,145276,153453,154204,168956,137411,164386
2947,87393884,78640,831616,870952,885357,915771,314358,599810
2948,87382887,78220,1350015,1720725,2147701,2698201,999544,2157680
2949,87413336,76110,3652,2391,2082,48,None,None
2950,87342535,62156,37280,36865,34515,35853,8560,11616
2951,87439554,13127,651615,662865,570757,608933,371747,407431
2952,87741140,73420,9083,7661,5679,8953,6139,9150
2953,87613661,12110,16694,18038,14083,14050,9416,11938
2954,87747287,38500,1210485,1270062,1197133,1362221,929129,1190675
2955,87396358,72210,24399,24988,25628,22708,8191,9794
2956,87734723,43800,35397,24157,29189,45135,29492,39154
2957,87713511,21640,31697,32250,28416,36550,29538,28560
2958,87478560,53600,6888,9061,9010,5002,1295,1968
2959,87545707,28150,27529,33236,34200,42483,26418,29780
2960,87297150,2250,5144,3713,6987,8165,8592,8645
2961,87316208,60420,6538,5399,3783,3380,1681,1302
2962,87343301,59135,27029,32284,29475,25641,10687,8875
2963,87286419,59136,101274,100846,89463,98796,52187,55697
2964,87182584,68760,37509,38078,32699,33144,28158,28054
2965,87473116,22120,39188,33222,27911,28784,19066,22024
2966,87671487,40100,27292,29843,26203,24844,24258,32853
2967,87645101,15130,34,25,26,49,17,37
2968,87191304,57110,1930,1300,1484,1186,804,873
2969,87413385,76190,909234,920117,902928,997167,687572,787592
